,valid_from,tags_before,comments,changeset_id
2133,2024-01-19 16:34:09+00:00,{'shop': 'kiosk'},added azerbaijani names and deleted dont working objects,146450493
3224,2024-01-23 19:00:32+00:00,"{'shop': 'greengrocer', 'opening_hours': 'Mo-Su 10:00-22:00', 'payment:cash': 'yes'}",added azerbaijani names and deleted dont working objects,146604815
1395,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '4', 'addr:street': 'Իոսիֆյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
2371,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '19', 'addr:street': 'Կամոյի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
194,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '23', 'addr:street': 'Կամոյի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
822,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '10a', 'addr:street': 'Այվազովսկու փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
3896,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '5a', 'addr:street': 'Պ. Սևակի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
2630,2024-01-23 19:00:32+00:00,"{'addr:street': 'Ազատամարտիկների պողոտա', 'name': 'Բուրգեր', 'addr:city': 'Stepanakert', 'addr:postcode': '375000', 'amenity': 'fast_food', 'name:en': 'Burger', 'opening_hours': 'Mo-Su 09:00-21:00', 'phone': '+37497306119', 'cuisine': 'burger;sandwich', 'takeaway': 'yes', 'smoking': 'outside', 'delivery': 'yes'}",added azerbaijani names and deleted dont working objects,146604815
4042,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '21', 'addr:street': 'Կամոյի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
1677,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '5', 'addr:street': 'Կարո Ալվարյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
1678,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '5a', 'addr:street': 'Կարո Ալվարյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
1610,2024-01-23 19:00:32+00:00,"{'addr:street': 'Նաբերեժնայա փողոց', 'amenity': 'car_wash', 'name:en': 'car wash', 'opening_hours': '24/7', 'phone': '+37497181920', 'name:ru': 'автомойка', 'email': '18sevak18@mail.ru', 'internet_access': 'wlan'}",added azerbaijani names and deleted dont working objects,146604815
3994,2024-01-23 19:00:32+00:00,"{'name': 'Թիվ 7 Դպրոց Եղիշե Չարենցի անվան', 'amenity': 'school', 'name:en': 'School No 7 AFT. Charents', 'name:ru': 'Школа № 7 им. Чаренца', 'name:hy': 'Թիվ 7 Դպրոց Եղիշե Չարենցի անվան'}",added azerbaijani names and deleted dont working objects,146604815
1762,2024-01-23 19:00:32+00:00,"{'name': 'Qohar Restoranı', 'amenity': 'restaurant', 'name:en': '""Gohar""', 'name:ru': '""Гоар""', 'cuisine': 'regional', 'name:hy': 'Գոհար'}",added azerbaijani names and deleted dont working objects,146604815
2696,2024-01-23 19:00:32+00:00,{'shop': 'bakery'},added azerbaijani names and deleted dont working objects,146604815
3897,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '5', 'addr:street': 'Պ. Սևակի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
792,2024-01-23 19:00:32+00:00,"{'religion': 'armenian_apostolic', 'office': 'religion'}",added azerbaijani names and deleted dont working objects,146604815
3695,2024-01-23 19:00:32+00:00,"{'name': 'Zəngibasar restoranı', 'amenity': 'restaurant', 'name:en': '""Ararat""', 'name:ru': '""Арарат""', 'cuisine': 'regional', 'name:hy': 'Արարատ'}",added azerbaijani names and deleted dont working objects,146604815
3698,2024-01-23 19:00:32+00:00,"{'name': 'Օջախ', 'amenity': 'restaurant', 'name:en': '""Ojakh""', 'opening_hours': 'Mo-Su 10:00-00:00', 'phone': '+374 47 94 70 30', 'name:ru': '""Оджах""', 'name:hy': 'Օջախ'}",added azerbaijani names and deleted dont working objects,146604815
1862,2024-01-23 19:00:32+00:00,"{'public_transport': 'stop_position', 'bus': 'yes'}",added azerbaijani names and deleted dont working objects,146604815
1865,2024-01-23 19:00:32+00:00,"{'name': 'Գործվածքներ', 'name:en': 'Fabrics', 'shop': 'fabric', 'opening_hours': 'Mo-Fr 09:00-18:00', 'name:ru': 'Ткани', 'payment:cash': 'yes', 'name:hy': 'Գործվածքներ'}",added azerbaijani names and deleted dont working objects,146604815
1566,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '25', 'addr:street': 'Կամոյի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
4133,2024-01-23 19:00:32+00:00,{'shop': 'convenience'},added azerbaijani names and deleted dont working objects,146604815
4172,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '12/2', 'addr:street': 'Մեսրոպ Մաշտոցի պողոտա', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
1859,2024-01-23 19:00:32+00:00,"{'highway': 'bus_stop', 'name': 'Ազատամարտիկների պողոտա (Ոստիկանություն)', 'name:en': 'Azatamartikneri Avenue (Police of Artsakh)', 'public_transport': 'platform', 'bus': 'yes', 'name:ru': 'проспект Азатамартикнери (Полиция)', 'name:hy': 'Ազատամարտիկների պողոտա (Ոստիկանություն)'}",added azerbaijani names and deleted dont working objects,146604815
2623,2024-01-23 19:00:32+00:00,"{'shop': 'car', 'opening_hours': 'Mo-Sa 10:00-18:00', 'name:ru': 'Моторист, авто электрик'}",added azerbaijani names and deleted dont working objects,146604815
1603,2024-01-23 19:00:32+00:00,{'shop': 'supermarket'},added azerbaijani names and deleted dont working objects,146604815
725,2024-01-23 19:00:32+00:00,"{'name': '""VLV Electronics""', 'shop': 'electronics', 'website': 'https://www.vlv.am/', 'email': 'info@vlv.am', 'payment:cash': 'yes'}",added azerbaijani names and deleted dont working objects,146604815
4080,2024-01-23 19:00:32+00:00,{'shop': 'convenience'},added azerbaijani names and deleted dont working objects,146604815
4078,2024-01-23 19:00:32+00:00,"{'highway': 'bus_stop', 'name': 'Ազատամարտիկների պողոտա', 'name:en': 'Azatamartikneri Avenue (""Europe"" Hotel)', 'public_transport': 'platform', 'bus': 'yes', 'name:ru': 'проспект Азатамартикнери (гостиница Европа)', 'name:hy': 'Ազատամարտիկների պողոտա'}",added azerbaijani names and deleted dont working objects,146604815
687,2024-01-23 19:00:32+00:00,{'shop': 'convenience'},added azerbaijani names and deleted dont working objects,146604815
4079,2024-01-23 19:00:32+00:00,"{'highway': 'bus_stop', 'name': 'Ազատամարտիկների պողոտա (Ոստիկանություն)', 'name:en': 'Azatamartikneri Avenue (Police of Artsakh)', 'public_transport': 'platform', 'bus': 'yes', 'name:ru': 'проспект Азатамартикнери (Полиция)', 'name:hy': 'Ազատամարտիկների պողոտա (Ոստիկանություն)'}",added azerbaijani names and deleted dont working objects,146604815
3737,2024-01-23 19:00:32+00:00,"{'name': 'Handmade Arts &Graft /Ձեռագործ հուշանվերներ', 'shop': 'gift'}",added azerbaijani names and deleted dont working objects,146604815
2937,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '27', 'addr:street': 'Կամոյի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
1575,2024-01-23 19:00:32+00:00,{'shop': 'hairdresser'},added azerbaijani names and deleted dont working objects,146604815
8770,2024-01-23 19:00:32+00:00,{'building': 'house'},added azerbaijani names and deleted dont working objects,146604815
167,2024-01-23 19:00:32+00:00,"{'name': 'Kafe 7/24', 'amenity': 'cafe', 'opening_hours': '24/7'}",added azerbaijani names and deleted dont working objects,146604815
1397,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '12', 'addr:street': 'Իվանյանի 1-ին նրբանցք', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
2404,2024-01-23 19:00:32+00:00,"{'highway': 'bus_stop', 'name': 'Ազատամարտիկների պողոտա', 'name:en': 'Azatamartikneri Avenue (""Europe"" Hotel)', 'public_transport': 'platform', 'bus': 'yes', 'name:ru': 'проспект Азатамартикнери (гостиница Европа)', 'name:hy': 'Ազատամարտիկների պողոտա'}",added azerbaijani names and deleted dont working objects,146604815
3206,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '31', 'addr:street': 'Կամոյի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
3325,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '10', 'addr:street': 'Այվազովսկու փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
1289,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '29', 'addr:street': 'Կամոյի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
3326,2024-01-23 19:00:32+00:00,"{'addr:housenumber': '4a', 'addr:street': 'Իոսիֆյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146604815
3401,2024-01-23 19:00:32+00:00,{'tourism': 'hostel'},added azerbaijani names and deleted dont working objects,146604815
2449,2024-01-23 19:00:32+00:00,"{'amenity': 'atm', 'operator': 'Armeconombank', 'opening_hours': '24/7'}",added azerbaijani names and deleted dont working objects,146604815
328,2024-01-23 19:00:32+00:00,{'amenity': 'fuel'},added azerbaijani names and deleted dont working objects,146604815
1224,2024-01-23 19:00:32+00:00,"{'name': 'Azpetrol', 'amenity': 'fuel', 'name:en': 'Cng', 'opening_hours': '24/7', 'name:ru': 'Метан', 'name:hy': 'ԱԳԼՃԿ ՎԵ'}",added azerbaijani names and deleted dont working objects,146604815
1078,2024-01-23 19:00:32+00:00,{'office': 'company'},added azerbaijani names and deleted dont working objects,146604815
412,2024-01-23 19:00:32+00:00,"{'name': 'Flash(Petrol)', 'amenity': 'fuel', 'opening_hours': '24/7', 'payment:cash': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_92': 'yes'}",added azerbaijani names and deleted dont working objects,146604815
245,2024-01-23 19:00:32+00:00,"{'name': 'Windows service', 'shop': 'computer'}",added azerbaijani names and deleted dont working objects,146604815
2396,2024-01-23 19:00:32+00:00,"{'name': 'Gold', 'shop': 'jewelry'}",added azerbaijani names and deleted dont working objects,146604815
1670,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '11', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2740,2024-01-24 17:03:54+00:00,"{'name': '""Դինամո""', 'name:en': '""Dinamo""', 'name:ru': '""Динамо""', 'club': 'sport', 'name:hy': '""Դինամո""'}",added azerbaijani names and deleted dont working objects,146638679
815,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '17', 'addr:street': 'Աշոտ Գրաշի փողոց 2-րդ փակուղի', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
814,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '13', 'addr:street': 'Աշոտ Գրաշի փողոց 2-րդ փակուղի', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
759,2024-01-24 17:03:54+00:00,{'shop': 'convenience'},added azerbaijani names and deleted dont working objects,146638679
1769,2024-01-24 17:03:54+00:00,{'shop': 'convenience'},added azerbaijani names and deleted dont working objects,146638679
816,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '1/1', 'addr:street': 'Գորոդեցկու փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
3603,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '25', 'addr:street': 'Նաբերեժնայա փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
4176,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '6', 'addr:street': 'Abbasqulu Ağa Bakıxanov küçəsi', 'addr:city': 'Xankəndi', 'addr:postcode': '2600'}",added azerbaijani names and deleted dont working objects,146638679
561,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '15', 'addr:street': 'Նաբերեժնայա փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
1049,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '15', 'addr:street': 'Arif Heydərov küçəsi', 'addr:city': 'Xankəndi', 'addr:postcode': '2600'}",added azerbaijani names and deleted dont working objects,146638679
4118,2024-01-24 17:03:54+00:00,"{'building': 'house', 'addr:housenumber': '6', 'addr:street': 'Գյուրջյան 2րդ փակուղի', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
1935,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '26', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
3612,2024-01-24 17:03:54+00:00,"{'name': 'Kafe', 'amenity': 'cafe'}",added azerbaijani names and deleted dont working objects,146638679
3036,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '24', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
4164,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '13', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
3033,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '11/1', 'addr:street': 'Նաբերեժնայա փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
1050,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '17', 'addr:street': 'Arif Heydərov küçəsi', 'addr:city': 'Xankəndi', 'addr:postcode': '2600'}",added azerbaijani names and deleted dont working objects,146638679
2760,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '1', 'addr:street': 'Գորոդեցկու փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2767,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '1/3', 'addr:street': 'Գյուրջյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2485,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '57', 'addr:street': 'Սախարովի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
14947,2024-01-24 17:03:54+00:00,"{'building': 'house', 'addr:housenumber': '10', 'addr:street': 'Մագդա Նեյմանի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
937,2024-01-24 17:03:54+00:00,{'shop': 'convenience'},added azerbaijani names and deleted dont working objects,146638679
3604,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '17/1', 'addr:street': 'ՍտեփԳես փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
1929,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '53', 'addr:street': 'Գարեգին Նժդեհի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2487,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '34а', 'addr:street': 'Գորոդեցկու փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
907,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '1', 'addr:street': 'Ազատամարտիկների պողոտա', 'name': '""Pyatachok""', 'addr:city': 'Ստեփանակերտ', 'amenity': 'cafe', 'name:en': '""Pyatachok""', 'opening_hours': 'Mo-Su 11:00-00:00', 'name:ru': '""Пятачок""'}",added azerbaijani names and deleted dont working objects,146638679
1387,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '6', 'addr:street': 'Մագդա Նեյմանի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
3319,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '27/1', 'addr:street': 'Նաբերեժնայա փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
1391,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '22', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
704,2024-01-24 17:03:54+00:00,{'shop': 'convenience'},added azerbaijani names and deleted dont working objects,146638679
638,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '2', 'addr:street': 'Մելիք-Փաշաևի փողոց', 'name': 'Watch plant', 'addr:city': 'Ստեփանակերտ', 'man_made': 'works'}",added azerbaijani names and deleted dont working objects,146638679
1741,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '13', 'addr:street': 'Գյուրջյան փողոց', 'name': '""Avetis"" Hotel', 'addr:city': 'Ստեփանակերտ', 'name:en': '""Avetis"" Hotel', 'website': 'hotelavetis.blogspot.com', 'tourism': 'hotel', 'phone': '+374 97 21 25 25', 'name:ru': 'Гостиница «Аветис»', 'email': 'hotelavetis@yahoo.com', 'internet_access': 'wlan', 'internet_access:fee': 'no', 'rooms': '9', 'name:hy': '«Ավետիս» Հյուրանոց', 'internet_access:ssid': 'Avetis'}",added azerbaijani names and deleted dont working objects,146638679
813,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '17', 'addr:street': 'Աշոտ Գրաշի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
804,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '57', 'addr:street': 'Գարեգին Նժդեհի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
312,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '2', 'addr:street': 'Մագդա Նեյմանի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
12177,2024-01-24 17:03:54+00:00,{'building': 'yes'},added azerbaijani names and deleted dont working objects,146638679
280,2024-01-24 17:03:54+00:00,"{'building': 'house', 'addr:housenumber': '2', 'addr:street': 'Գյուրջյան 2րդ փակուղի', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
7276,2024-01-24 17:03:54+00:00,{'building': 'yes'},added azerbaijani names and deleted dont working objects,146638679
6095,2024-01-24 17:03:54+00:00,{'building': 'yes'},added azerbaijani names and deleted dont working objects,146638679
10351,2024-01-24 17:03:54+00:00,{'building': 'house'},added azerbaijani names and deleted dont working objects,146638679
1124,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '18a', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
10189,2024-01-24 17:03:54+00:00,"{'building': 'house', 'addr:housenumber': '8', 'addr:street': 'Մագդա Նեյմանի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
8745,2024-01-24 17:03:54+00:00,"{'building': 'yes', 'addr:housenumber': '1a', 'addr:street': 'Ազատամարտիկների պողոտա', 'name': '""Gedeon Richter""', 'addr:city': 'Ստեփանակերտ', 'amenity': 'pharmacy', 'opening_hours': 'Mo-Su 09:00-21:00', 'phone': '+374 47 95 08 94', 'healthcare': 'pharmacy', 'payment:cash': 'yes', 'drive_through': 'no'}",added azerbaijani names and deleted dont working objects,146638679
4444,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '16', 'addr:street': 'Աշոտ Գրաշի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
15638,2024-01-24 17:03:54+00:00,"{'building': 'house', 'addr:housenumber': '12', 'addr:street': 'Մագդա Նեյմանի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
3031,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '6b', 'addr:street': 'Մագդա Նեյմանի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
3032,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '51', 'addr:street': 'Թումանյան Պողոտա', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2455,2024-01-24 17:03:54+00:00,"{'building': 'house', 'addr:housenumber': '7', 'addr:street': 'Գյուրջյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
3472,2024-01-24 17:03:54+00:00,"{'amenity': 'car_wash', 'name:ru': 'Автомойка'}",added azerbaijani names and deleted dont working objects,146638679
2435,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '55/1', 'addr:street': 'Թումանյան Պողոտա', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
4338,2024-01-24 17:03:54+00:00,"{'addr:street': 'Նաբերեժնայա փողոց', 'amenity': 'car_wash', 'name:en': 'Car wash', 'name:ru': 'Мой сам'}",added azerbaijani names and deleted dont working objects,146638679
4264,2024-01-24 17:03:54+00:00,{'shop': 'convenience'},added azerbaijani names and deleted dont working objects,146638679
1342,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '55', 'addr:street': 'Թումանյան Պողոտա', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
4438,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '3', 'addr:street': 'Մագդա Նեյմանի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
314,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '27', 'addr:street': 'Նաբերեժնայա փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
313,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '61', 'addr:street': 'Մարտունու փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
1386,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '2/2', 'addr:street': 'Մագդա Նեյմանի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
1388,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '51/1', 'addr:street': 'Թումանյան Պողոտա', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2191,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '23', 'addr:street': 'Նաբերեժնայա փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2161,2024-01-24 17:03:54+00:00,"{'building': 'house', 'addr:housenumber': '15', 'addr:street': 'Գյուրջյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2192,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '11', 'addr:street': 'Նաբերեժնայա փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2196,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '34', 'addr:street': 'Գորոդեցկու փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2195,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '7', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
3982,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '64', 'addr:street': 'Վաղարշ Վաղարշյան փողոց', 'name': 'Mini Market Natali', 'addr:city': 'Ստեփանակերտ', 'shop': 'convenience', 'opening_hours': '24/7', 'name:ru': 'Минимаркет «Натали»'}",added azerbaijani names and deleted dont working objects,146638679
803,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '3a', 'addr:street': 'Մագդա Նեյմանի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
3898,2024-01-24 17:03:54+00:00,"{'addr:housenumber': '1/4', 'addr:street': 'Գյուրջյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
10784,2024-01-24 17:03:54+00:00,"{'building': 'house', 'addr:housenumber': '14', 'addr:street': 'Մագդա Նեյմանի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2162,2024-01-24 17:03:54+00:00,"{'building': 'house', 'addr:housenumber': '1', 'addr:street': 'Գյուրջյան 2րդ փակուղի', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146638679
2128,2024-01-24 17:03:54+00:00,{'entrance': 'yes'},added azerbaijani names and deleted dont working objects,146638679
812,2024-01-25 18:06:22+00:00,"{'addr:housenumber': '11/1', 'addr:street': 'Բ. Ուլուբաբյան փակուղի', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
2659,2024-01-25 18:06:22+00:00,"{'addr:housenumber': '34', 'addr:street': 'Արշակ Արուշանովի փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
811,2024-01-25 18:06:22+00:00,"{'addr:housenumber': '3а', 'addr:street': 'Բ. Ուլուբաբյան փակուղի', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
3889,2024-01-25 18:06:22+00:00,"{'addr:housenumber': '10a', 'addr:street': 'Վ. Համբարձումյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
1392,2024-01-25 18:06:22+00:00,"{'addr:housenumber': '5', 'addr:street': 'Վ. Համբարձումյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
3607,2024-01-25 18:06:22+00:00,"{'addr:housenumber': '62', 'addr:street': 'Բ. Ուլուբաբյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
567,2024-01-25 18:06:22+00:00,"{'addr:housenumber': '10', 'addr:street': 'Վ. Համբարձումյան փողոց', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
2759,2024-01-25 18:06:22+00:00,"{'addr:housenumber': '11', 'addr:street': 'Բ. Ուլուբաբյան փակուղի', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
1856,2024-01-25 18:06:22+00:00,"{'highway': 'bus_stop', 'name': 'Վերածննդի հրապարակ', 'name:en': 'Renaissance Square', 'public_transport': 'platform', 'bus': 'yes', 'name:ru': 'Площадь возрождения', 'name:hy': 'Վերածննդի հրապարակ'}",added azerbaijani names and deleted dont working objects,146683414
1672,2024-01-25 18:06:22+00:00,"{'addr:housenumber': '33', 'addr:street': 'Բեկզադյան նրբանցք', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
14132,2024-01-25 18:06:22+00:00,"{'building': 'yes', 'addr:housenumber': '3', 'addr:street': 'Բ. Ուլուբաբյան փակուղի', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
2758,2024-01-25 18:06:22+00:00,"{'addr:housenumber': '4', 'addr:street': 'Բ. Ուլուբաբյան փակուղի', 'addr:city': 'Ստեփանակերտ'}",added azerbaijani names and deleted dont working objects,146683414
